Country, Product , Units Sold , Revenue per cookie , Cost per cookie , Revenue , Cost , Profit ,Date,Month Number, Month Name ,Year
Mexico, Sugar ," $1,233.00 ", $3.00 , $1.25 ," $3,699.00 "," $1,541.25 "," $2,157.75 ",01/12/2019,12, December ,2019
France, Sugar ," $1,491.00 ", $3.00 , $1.25 ," $4,473.00 "," $1,863.75 "," $2,609.25 ",01/03/2019,3, March ,2019
Germany, Sugar ," $1,531.00 ", $3.00 , $1.25 ," $4,593.00 "," $1,913.75 "," $2,679.25 ",01/12/2019,12, December ,2019
United States, Sugar ," $2,567.00 ", $3.00 , $1.25 ," $7,701.00 "," $3,208.75 "," $4,492.25 ",01/06/2019,6, June ,2019
Canada, Sugar ," $1,583.00 ", $3.00 , $1.25 ," $4,749.00 "," $1,978.75 "," $2,770.25 ",01/06/2019,6, June ,2019
Canada, Sugar ," $1,565.00 ", $3.00 , $1.25 ," $4,695.00 "," $1,956.25 "," $2,738.75 ",01/10/2019,10, October ,2019
Germany, Sugar , $280.00 , $3.00 , $1.25 , $840.00 , $350.00 , $490.00 ,01/12/2019,12, December ,2019
Mexico, Sugar ," $2,903.00 ", $3.00 , $1.25 ," $8,709.00 "," $3,628.75 "," $5,080.25 ",01/03/2019,3, March ,2019
United States, Sugar ," $2,541.00 ", $3.00 , $1.25 ," $7,623.00 "," $3,176.25 "," $4,446.75 ",01/08/2019,8, August ,2019
Canada, Sugar , $269.00 , $3.00 , $1.25 , $807.00 , $336.25 , $470.75 ,01/10/2018,10, October ,2018
Canada, Sugar ," $1,496.00 ", $3.00 , $1.25 ," $4,488.00 "," $1,870.00 "," $2,618.00 ",01/10/2019,10, October ,2019
United States, Sugar ," $1,010.00 ", $3.00 , $1.25 ," $3,030.00 "," $1,262.50 "," $1,767.50 ",01/10/2019,10, October ,2019
France, Sugar ," $1,281.00 ", $3.00 , $1.25 ," $3,843.00 "," $1,601.25 "," $2,241.75 ",01/12/2018,12, December ,2018
Canada, Sugar , $865.50 , $3.00 , $1.25 ," $2,596.50 "," $1,081.88 "," $1,514.63 ",01/07/2019,7, July ,2019
Germany, Sugar , $492.00 , $3.00 , $1.25 ," $1,476.00 ", $615.00 , $861.00 ,01/07/2019,7, July ,2019
United States, Sugar , $267.00 , $3.00 , $1.25 , $801.00 , $333.75 , $467.25 ,01/10/2018,10, October ,2018
Germany, Sugar ," $1,175.00 ", $3.00 , $1.25 ," $3,525.00 "," $1,468.75 "," $2,056.25 ",01/10/2019,10, October ,2019
Canada, Sugar ," $2,954.00 ", $3.00 , $1.25 ," $8,862.00 "," $3,692.50 "," $5,169.50 ",01/11/2018,11, November ,2018
Germany, Sugar , $552.00 , $3.00 , $1.25 ," $1,656.00 ", $690.00 , $966.00 ,01/11/2019,11, November ,2019
France, Sugar , $293.00 , $3.00 , $1.25 , $879.00 , $366.25 , $512.75 ,01/12/2019,12, December ,2019
United States, Sugar ," $1,806.00 ", $3.00 , $1.25 ," $5,418.00 "," $2,257.50 "," $3,160.50 ",01/05/2019,5, May ,2019
Mexico, White Chocolate Macadamia Nut ," $1,493.00 ", $6.00 , $2.75 ," $8,958.00 "," $4,105.75 "," $4,852.25 ",01/01/2019,1, January ,2019
France, White Chocolate Macadamia Nut ," $1,804.00 ", $6.00 , $2.75 ," $10,824.00 "," $4,961.00 "," $5,863.00 ",01/02/2019,2, February ,2019
Germany, White Chocolate Macadamia Nut ," $2,161.00 ", $6.00 , $2.75 ," $12,966.00 "," $5,942.75 "," $7,023.25 ",01/03/2019,3, March ,2019
Germany, White Chocolate Macadamia Nut ," $1,006.00 ", $6.00 , $2.75 ," $6,036.00 "," $2,766.50 "," $3,269.50 ",01/06/2019,6, June ,2019
Germany, White Chocolate Macadamia Nut ," $1,545.00 ", $6.00 , $2.75 ," $9,270.00 "," $4,248.75 "," $5,021.25 ",01/06/2019,6, June ,2019
United States, White Chocolate Macadamia Nut ," $2,821.00 ", $6.00 , $2.75 ," $16,926.00 "," $7,757.75 "," $9,168.25 ",01/08/2019,8, August ,2019
Canada, White Chocolate Macadamia Nut , $345.00 , $6.00 , $2.75 ," $2,070.00 ", $948.75 ," $1,121.25 ",01/10/2018,10, October ,2018
France, White Chocolate Macadamia Nut , $639.00 , $6.00 , $2.75 ," $3,834.00 "," $1,757.25 "," $2,076.75 ",01/11/2019,11, November ,2019
France, White Chocolate Macadamia Nut ," $3,864.00 ", $6.00 , $2.75 ," $23,184.00 "," $10,626.00 "," $12,558.00 ",01/04/2019,4, April ,2019
Mexico, White Chocolate Macadamia Nut , $362.00 , $6.00 , $2.75 ," $2,172.00 ", $995.50 ," $1,176.50 ",01/05/2019,5, May ,2019
Canada, White Chocolate Macadamia Nut , $923.00 , $6.00 , $2.75 ," $5,538.00 "," $2,538.25 "," $2,999.75 ",01/08/2019,8, August ,2019
United States, White Chocolate Macadamia Nut , $663.00 , $6.00 , $2.75 ," $3,978.00 "," $1,823.25 "," $2,154.75 ",01/10/2018,10, October ,2018
Canada, White Chocolate Macadamia Nut ," $2,092.00 ", $6.00 , $2.75 ," $12,552.00 "," $5,753.00 "," $6,799.00 ",01/11/2018,11, November ,2018
United States, White Chocolate Macadamia Nut ," $1,566.00 ", $6.00 , $2.75 ," $9,396.00 "," $4,306.50 "," $5,089.50 ",01/10/2019,10, October ,2019
Germany, White Chocolate Macadamia Nut ," $2,966.00 ", $6.00 , $2.75 ," $17,796.00 "," $8,156.50 "," $9,639.50 ",01/10/2018,10, October ,2018
Germany, White Chocolate Macadamia Nut ," $2,877.00 ", $6.00 , $2.75 ," $17,262.00 "," $7,911.75 "," $9,350.25 ",01/10/2019,10, October ,2019
Germany, White Chocolate Macadamia Nut , $809.00 , $6.00 , $2.75 ," $4,854.00 "," $2,224.75 "," $2,629.25 ",01/10/2018,10, October ,2018
Mexico, White Chocolate Macadamia Nut ," $2,145.00 ", $6.00 , $2.75 ," $12,870.00 "," $5,898.75 "," $6,971.25 ",01/10/2018,10, October ,2018
France, White Chocolate Macadamia Nut ," $1,055.00 ", $6.00 , $2.75 ," $6,330.00 "," $2,901.25 "," $3,428.75 ",01/12/2019,12, December ,2019
Mexico, White Chocolate Macadamia Nut , $544.00 , $6.00 , $2.75 ," $3,264.00 "," $1,496.00 "," $1,768.00 ",01/12/2018,12, December ,2018
Mexico, White Chocolate Macadamia Nut ," $1,084.00 ", $6.00 , $2.75 ," $6,504.00 "," $2,981.00 "," $3,523.00 ",01/12/2019,12, December ,2019
Canada, White Chocolate Macadamia Nut ," $2,009.00 ", $6.00 , $2.75 ," $12,054.00 "," $5,524.75 "," $6,529.25 ",01/10/2019,10, October ,2019
Canada, White Chocolate Macadamia Nut ," $3,850.50 ", $6.00 , $2.75 ," $23,103.00 "," $10,588.88 "," $12,514.13 ",01/04/2019,4, April ,2019
United States, White Chocolate Macadamia Nut , $736.00 , $6.00 , $2.75 ," $4,416.00 "," $2,024.00 "," $2,392.00 ",01/09/2018,9, September ,2018
United States, White Chocolate Macadamia Nut ," $1,465.00 ", $6.00 , $2.75 ," $8,790.00 "," $4,028.75 "," $4,761.25 ",01/03/2019,3, March ,2019
Canada, White Chocolate Macadamia Nut ," $2,646.00 ", $6.00 , $2.75 ," $15,876.00 "," $7,276.50 "," $8,599.50 ",01/09/2018,9, September ,2018
France, White Chocolate Macadamia Nut ," $2,177.00 ", $6.00 , $2.75 ," $13,062.00 "," $5,986.75 "," $7,075.25 ",01/10/2019,10, October ,2019
Canada, White Chocolate Macadamia Nut ," $2,431.00 ", $6.00 , $2.75 ," $14,586.00 "," $6,685.25 "," $7,900.75 ",01/12/2019,12, December ,2019
United States, White Chocolate Macadamia Nut , $555.00 , $6.00 , $2.75 ," $3,330.00 "," $1,526.25 "," $1,803.75 ",01/01/2019,1, January ,2019
Mexico, White Chocolate Macadamia Nut ," $2,861.00 ", $6.00 , $2.75 ," $17,166.00 "," $7,867.75 "," $9,298.25 ",01/01/2019,1, January ,2019
Germany, White Chocolate Macadamia Nut , $807.00 , $6.00 , $2.75 ," $4,842.00 "," $2,219.25 "," $2,622.75 ",01/02/2019,2, February ,2019
United States, White Chocolate Macadamia Nut , $602.00 , $6.00 , $2.75 ," $3,612.00 "," $1,655.50 "," $1,956.50 ",01/06/2019,6, June ,2019
United States, White Chocolate Macadamia Nut ," $2,832.00 ", $6.00 , $2.75 ," $16,992.00 "," $7,788.00 "," $9,204.00 ",01/08/2019,8, August ,2019
France, White Chocolate Macadamia Nut ," $1,579.00 ", $6.00 , $2.75 ," $9,474.00 "," $4,342.25 "," $5,131.75 ",01/08/2019,8, August ,2019
United States, White Chocolate Macadamia Nut , $861.00 , $6.00 , $2.75 ," $5,166.00 "," $2,367.75 "," $2,798.25 ",01/10/2019,10, October ,2019
France, White Chocolate Macadamia Nut , $704.00 , $6.00 , $2.75 ," $4,224.00 "," $1,936.00 "," $2,288.00 ",01/10/2018,10, October ,2018
France, White Chocolate Macadamia Nut ," $1,033.00 ", $6.00 , $2.75 ," $6,198.00 "," $2,840.75 "," $3,357.25 ",01/12/2018,12, December ,2018
Germany, White Chocolate Macadamia Nut ," $1,250.00 ", $6.00 , $2.75 ," $7,500.00 "," $3,437.50 "," $4,062.50 ",01/12/2019,12, December ,2019
Canada, White Chocolate Macadamia Nut , $952.00 , $6.00 , $2.75 ," $5,712.00 "," $2,618.00 "," $3,094.00 ",01/02/2019,2, February ,2019
United States, White Chocolate Macadamia Nut ," $2,755.00 ", $6.00 , $2.75 ," $16,530.00 "," $7,576.25 "," $8,953.75 ",01/02/2019,2, February ,2019
Germany, White Chocolate Macadamia Nut ," $1,530.00 ", $6.00 , $2.75 ," $9,180.00 "," $4,207.50 "," $4,972.50 ",01/05/2019,5, May ,2019
France, White Chocolate Macadamia Nut ," $1,496.00 ", $6.00 , $2.75 ," $8,976.00 "," $4,114.00 "," $4,862.00 ",01/06/2019,6, June ,2019
Mexico, White Chocolate Macadamia Nut ," $1,498.00 ", $6.00 , $2.75 ," $8,988.00 "," $4,119.50 "," $4,868.50 ",01/06/2019,6, June ,2019
France, White Chocolate Macadamia Nut ," $1,221.00 ", $6.00 , $2.75 ," $7,326.00 "," $3,357.75 "," $3,968.25 ",01/10/2018,10, October ,2018
France, White Chocolate Macadamia Nut ," $2,076.00 ", $6.00 , $2.75 ," $12,456.00 "," $5,709.00 "," $6,747.00 ",01/10/2018,10, October ,2018
Germany, White Chocolate Macadamia Nut ," $1,001.00 ", $6.00 , $2.75 ," $6,006.00 "," $2,752.75 "," $3,253.25 ",01/08/2019,8, August ,2019
Mexico, White Chocolate Macadamia Nut ," $1,333.00 ", $6.00 , $2.75 ," $7,998.00 "," $3,665.75 "," $4,332.25 ",01/11/2019,11, November ,2019
Canada, White Chocolate Macadamia Nut ," $1,262.00 ", $6.00 , $2.75 ," $7,572.00 "," $3,470.50 "," $4,101.50 ",01/05/2019,5, May ,2019
Canada, White Chocolate Macadamia Nut ," $1,135.00 ", $6.00 , $2.75 ," $6,810.00 "," $3,121.25 "," $3,688.75 ",01/06/2019,6, June ,2019
United States, White Chocolate Macadamia Nut , $547.00 , $6.00 , $2.75 ," $3,282.00 "," $1,504.25 "," $1,777.75 ",01/11/2019,11, November ,2019
Canada, White Chocolate Macadamia Nut ," $1,582.00 ", $6.00 , $2.75 ," $9,492.00 "," $4,350.50 "," $5,141.50 ",01/12/2019,12, December ,2019
France, White Chocolate Macadamia Nut ," $1,659.00 ", $6.00 , $2.75 ," $9,954.00 "," $4,562.25 "," $5,391.75 ",01/07/2019,7, July ,2019
Mexico, White Chocolate Macadamia Nut , $609.00 , $6.00 , $2.75 ," $3,654.00 "," $1,674.75 "," $1,979.25 ",01/08/2019,8, August ,2019
Germany, White Chocolate Macadamia Nut ," $2,087.00 ", $6.00 , $2.75 ," $12,522.00 "," $5,739.25 "," $6,782.75 ",01/09/2019,9, September ,2019
France, White Chocolate Macadamia Nut ," $1,976.00 ", $6.00 , $2.75 ," $11,856.00 "," $5,434.00 "," $6,422.00 ",01/10/2019,10, October ,2019
United States, White Chocolate Macadamia Nut ," $1,421.00 ", $6.00 , $2.75 ," $8,526.00 "," $3,907.75 "," $4,618.25 ",01/12/2018,12, December ,2018
United States, White Chocolate Macadamia Nut ," $1,372.00 ", $6.00 , $2.75 ," $8,232.00 "," $3,773.00 "," $4,459.00 ",01/12/2019,12, December ,2019
Germany, White Chocolate Macadamia Nut , $588.00 , $6.00 , $2.75 ," $3,528.00 "," $1,617.00 "," $1,911.00 ",01/12/2018,12, December ,2018
Canada, White Chocolate Macadamia Nut , $598.00 , $6.00 , $2.75 ," $3,588.00 "," $1,644.50 "," $1,943.50 ",01/03/2019,3, March ,2019
United States, White Chocolate Macadamia Nut ," $2,907.00 ", $6.00 , $2.75 ," $17,442.00 "," $7,994.25 "," $9,447.75 ",01/06/2019,6, June ,2019
Germany, White Chocolate Macadamia Nut ," $2,338.00 ", $6.00 , $2.75 ," $14,028.00 "," $6,429.50 "," $7,598.50 ",01/06/2019,6, June ,2019
France, White Chocolate Macadamia Nut , $386.00 , $6.00 , $2.75 ," $2,316.00 "," $1,061.50 "," $1,254.50 ",01/11/2018,11, November ,2018
Mexico, White Chocolate Macadamia Nut , $635.00 , $6.00 , $2.75 ," $3,810.00 "," $1,746.25 "," $2,063.75 ",01/12/2019,12, December ,2019
Mexico, White Chocolate Macadamia Nut , $245.00 , $6.00 , $2.75 ," $1,470.00 ", $673.75 , $796.25 ,01/05/2019,5, May ,2019
Canada, White Chocolate Macadamia Nut ," $3,793.50 ", $6.00 , $2.75 ," $22,761.00 "," $10,432.13 "," $12,328.88 ",01/07/2019,7, July ,2019
Germany, White Chocolate Macadamia Nut ," $1,307.00 ", $6.00 , $2.75 ," $7,842.00 "," $3,594.25 "," $4,247.75 ",01/07/2019,7, July ,2019
Canada, White Chocolate Macadamia Nut , $567.00 , $6.00 , $2.75 ," $3,402.00 "," $1,559.25 "," $1,842.75 ",01/09/2019,9, September ,2019
Mexico, White Chocolate Macadamia Nut ," $2,110.00 ", $6.00 , $2.75 ," $12,660.00 "," $5,802.50 "," $6,857.50 ",01/09/2019,9, September ,2019
Canada, White Chocolate Macadamia Nut ," $1,269.00 ", $6.00 , $2.75 ," $7,614.00 "," $3,489.75 "," $4,124.25 ",01/10/2019,10, October ,2019
France, White Chocolate Macadamia Nut ," $1,967.00 ", $6.00 , $2.75 ," $11,802.00 "," $5,409.25 "," $6,392.75 ",01/03/2019,3, March ,2019
Mexico, White Chocolate Macadamia Nut ," $2,628.00 ", $6.00 , $2.75 ," $15,768.00 "," $7,227.00 "," $8,541.00 ",01/04/2019,4, April ,2019
Germany, White Chocolate Macadamia Nut , $681.00 , $6.00 , $2.75 ," $4,086.00 "," $1,872.75 "," $2,213.25 ",01/01/2019,1, January ,2019
Germany, White Chocolate Macadamia Nut , $510.00 , $6.00 , $2.75 ," $3,060.00 "," $1,402.50 "," $1,657.50 ",01/04/2019,4, April ,2019
United States, White Chocolate Macadamia Nut , $790.00 , $6.00 , $2.75 ," $4,740.00 "," $2,172.50 "," $2,567.50 ",01/05/2019,5, May ,2019
France, White Chocolate Macadamia Nut , $639.00 , $6.00 , $2.75 ," $3,834.00 "," $1,757.25 "," $2,076.75 ",01/07/2019,7, July ,2019
United States, White Chocolate Macadamia Nut ," $1,596.00 ", $6.00 , $2.75 ," $9,576.00 "," $4,389.00 "," $5,187.00 ",01/09/2019,9, September ,2019
United States, White Chocolate Macadamia Nut ," $2,294.00 ", $6.00 , $2.75 ," $13,764.00 "," $6,308.50 "," $7,455.50 ",01/10/2018,10, October ,2018
Germany, White Chocolate Macadamia Nut , $241.00 , $6.00 , $2.75 ," $1,446.00 ", $662.75 , $783.25 ,01/10/2019,10, October ,2019
Germany, White Chocolate Macadamia Nut ," $2,665.00 ", $6.00 , $2.75 ," $15,990.00 "," $7,328.75 "," $8,661.25 ",01/11/2019,11, November ,2019
Canada, White Chocolate Macadamia Nut ," $1,916.00 ", $6.00 , $2.75 ," $11,496.00 "," $5,269.00 "," $6,227.00 ",01/12/2018,12, December ,2018
France, White Chocolate Macadamia Nut , $853.00 , $6.00 , $2.75 ," $5,118.00 "," $2,345.75 "," $2,772.25 ",01/12/2019,12, December ,2019
Canada, White Chocolate Macadamia Nut , $384.00 , $6.00 , $2.75 ," $2,304.00 "," $1,056.00 "," $1,248.00 ",01/01/2019,1, January ,2019
Germany, White Chocolate Macadamia Nut , $472.00 , $6.00 , $2.75 ," $2,832.00 "," $1,298.00 "," $1,534.00 ",01/10/2019,10, October ,2019
France, White Chocolate Macadamia Nut ," $2,805.00 ", $6.00 , $2.75 ," $16,830.00 "," $7,713.75 "," $9,116.25 ",01/09/2018,9, September ,2018
Mexico, White Chocolate Macadamia Nut , $655.00 , $6.00 , $2.75 ," $3,930.00 "," $1,801.25 "," $2,128.75 ",01/09/2018,9, September ,2018
Mexico, White Chocolate Macadamia Nut , $344.00 , $6.00 , $2.75 ," $2,064.00 ", $946.00 ," $1,118.00 ",01/10/2018,10, October ,2018
Canada, White Chocolate Macadamia Nut ," $1,808.00 ", $6.00 , $2.75 ," $10,848.00 "," $4,972.00 "," $5,876.00 ",01/11/2019,11, November ,2019
Mexico, White Chocolate Macadamia Nut ," $1,395.00 ", $6.00 , $2.75 ," $8,370.00 "," $3,836.25 "," $4,533.75 ",01/07/2019,7, July ,2019
United States, White Chocolate Macadamia Nut , $986.00 , $6.00 , $2.75 ," $5,916.00 "," $2,711.50 "," $3,204.50 ",01/10/2019,10, October ,2019
Mexico, White Chocolate Macadamia Nut , $905.00 , $6.00 , $2.75 ," $5,430.00 "," $2,488.75 "," $2,941.25 ",01/10/2019,10, October ,2019
France, White Chocolate Macadamia Nut ," $3,997.50 ", $6.00 , $2.75 ," $23,985.00 "," $10,993.13 "," $12,991.88 ",01/01/2019,1, January ,2019
Canada, White Chocolate Macadamia Nut ," $2,632.00 ", $6.00 , $2.75 ," $15,792.00 "," $7,238.00 "," $8,554.00 ",01/06/2019,6, June ,2019
France, White Chocolate Macadamia Nut ," $1,190.00 ", $6.00 , $2.75 ," $7,140.00 "," $3,272.50 "," $3,867.50 ",01/06/2019,6, June ,2019
Mexico, White Chocolate Macadamia Nut , $604.00 , $6.00 , $2.75 ," $3,624.00 "," $1,661.00 "," $1,963.00 ",01/06/2019,6, June ,2019
Germany, White Chocolate Macadamia Nut , $660.00 , $6.00 , $2.75 ," $3,960.00 "," $1,815.00 "," $2,145.00 ",01/09/2018,9, September ,2018
Mexico, White Chocolate Macadamia Nut , $410.00 , $6.00 , $2.75 ," $2,460.00 "," $1,127.50 "," $1,332.50 ",01/10/2019,10, October ,2019
Mexico, White Chocolate Macadamia Nut ," $2,605.00 ", $6.00 , $2.75 ," $15,630.00 "," $7,163.75 "," $8,466.25 ",01/11/2018,11, November ,2018
Germany, White Chocolate Macadamia Nut ," $1,013.00 ", $6.00 , $2.75 ," $6,078.00 "," $2,785.75 "," $3,292.25 ",01/12/2019,12, December ,2019
Mexico, White Chocolate Macadamia Nut ," $1,575.00 ", $6.00 , $2.75 ," $9,450.00 "," $4,331.25 "," $5,118.75 ",01/02/2019,2, February ,2019
United States, White Chocolate Macadamia Nut , $606.00 , $6.00 , $2.75 ," $3,636.00 "," $1,666.50 "," $1,969.50 ",01/04/2019,4, April ,2019
United States, White Chocolate Macadamia Nut ," $2,460.00 ", $6.00 , $2.75 ," $14,760.00 "," $6,765.00 "," $7,995.00 ",01/07/2019,7, July ,2019
Canada, White Chocolate Macadamia Nut , $269.00 , $6.00 , $2.75 ," $1,614.00 ", $739.75 , $874.25 ,01/10/2018,10, October ,2018
Germany, White Chocolate Macadamia Nut ," $2,536.00 ", $6.00 , $2.75 ," $15,216.00 "," $6,974.00 "," $8,242.00 ",01/11/2018,11, November ,2018
Mexico, White Chocolate Macadamia Nut , $500.00 , $6.00 , $2.75 ," $3,000.00 "," $1,375.00 "," $1,625.00 ",01/03/2019,3, March ,2019
France, White Chocolate Macadamia Nut ," $2,826.00 ", $6.00 , $2.75 ," $16,956.00 "," $7,771.50 "," $9,184.50 ",01/05/2019,5, May ,2019
France, White Chocolate Macadamia Nut , $663.00 , $6.00 , $2.75 ," $3,978.00 "," $1,823.25 "," $2,154.75 ",01/09/2019,9, September ,2019
United States, White Chocolate Macadamia Nut ," $2,574.00 ", $6.00 , $2.75 ," $15,444.00 "," $7,078.50 "," $8,365.50 ",01/11/2018,11, November ,2018
United States, White Chocolate Macadamia Nut ," $2,438.00 ", $6.00 , $2.75 ," $14,628.00 "," $6,704.50 "," $7,923.50 ",01/12/2018,12, December ,2018
United States, White Chocolate Macadamia Nut , $914.00 , $6.00 , $2.75 ," $5,484.00 "," $2,513.50 "," $2,970.50 ",01/12/2019,12, December ,2019
